,tns_name,previous_name,repeater_name,ra,dec,gb,bonsai_dm,low_ft_68,up_ft_68,low_ft_95,up_ft_95,dm_fitb,dm_exc_ne2001,dm_exc_ymw16,bc_width,scat_time,flux,fluence,sub_num,width_fitb,sp_idx,sp_run,high_freq,low_freq,peak_freq,chi_sq,dof,previous_rp_name,redshift,fre_width,fre_width_ob,in_duration,energy,luminosity,T_B,log_dm_fitb,log_dm_exc_ne2001,log_bc_width,log_scat_time,log_flux,log_fluence,log_width_fitb,log_high_freq,log_low_freq,log_peak_freq,log_fre_width,log_redshift,log_in_duration,log_energy,log_luminosity,log_T_B
267,FRB20190127B,-9999,non-repeater,150.92,83.56,31.83,666.4,33.0,15.9,67.2,31.4,663.028,614.6,620.1,67.83,0.0428,0.63,11.4,0,0.0025,5.3,-7.7,800.2,400.2,562.2,3982765.219,3979097,-9999,0.6078041262288808,643.1216504915525,400.00000000000006,1.5549157756323044,6.535757834517408e+40,5.807173334257008e+42,4.0526815315496055e+26,2.8215318692625755,2.7885925559203595,1.831421817065022,-1.368556230986828,-0.2006594505464183,1.0569048513364727,-2.6020599913279625,2.903198547042978,2.6022770843001926,2.749890841271422,2.8082931302183467,-0.21623635593039106,0.19170686978165355,40.81529595217167,42.76396478917916,26.60774247728602
268,FRB20190128A,-9999,non-repeater,21.8,24.67,-37.49,695.5,0.0,1.5,0.0,3.0,696.117,652.5,661.6,6.88,0.0022,0.58,2.0,0,0.00185,-1.5,-2.5,800.2,400.2,400.2,453460.015,447482,-9999,0.6499688062634624,659.9875225053851,400.00000000000006,1.121233318458626,9.357374749155532e+39,4.477419168940966e+42,8.204854352906595e+28,2.842682239874911,2.814580516010319,0.8375884382355113,-2.657577319177794,-0.23657200643706275,0.3010299956639812,-2.7328282715969863,2.903198547042978,2.6022770843001926,2.6022770843001926,2.8195357249990156,-0.18710748580749484,0.04969599473196044,39.9711540226831,42.651027754253114,28.914070876152014
269,FRB20190128B,-9999,non-repeater,127.44,23.29,31.35,247.5,0.0,1.7,0.0,2.9,248.2302,191.0,190.8,1.97,0.000208,0.81,1.64,0,0.000603,5.3,-10.3,800.2,400.2,515.9,452517.417,451129,-9999,0.11773094747750472,447.09237899100197,400.00000000000006,0.5394858229172685,2.929413696646232e+38,1.6171829517267306e+41,2.4906908633453123e+28,2.394854617192869,2.2810333672477277,0.2944662261615929,-3.6819366650372385,-0.09151498112135022,0.21484384804769785,-3.219682687859849,2.903198547042978,2.6022770843001926,2.7125655278733083,2.6503972670714253,-0.9291093608434634,-0.26801996360331143,38.46678070779757,41.20875915437198,28.39631982762696
270,FRB20190128C,-9999,non-repeater,69.8,78.94,20.76,304.1,7.0,1.8,15.5,4.0,310.622,239.3,230.4,15.73,0.0076,0.71,5.9,0,0.00616,22.6,-55.0,603.2,400.6,491.6,810435.521,812282,-9999,0.17720915675072946,238.5025751576978,202.60000000000002,5.232714989239895,2.3247489347383897e+39,3.2933358822297976e+41,8.730041566153801e+26,2.492232211663766,2.378942698613437,1.1967287226232868,-2.1191864077192086,-0.14874165128092473,0.7708520116421442,-2.2104192878355744,2.7804613328617176,2.6027109449575576,2.6916118742144164,2.3774930725616277,-0.7515138410067023,0.7187270806270596,39.36637605737854,41.517636025992836,26.9410163115072
271,FRB20190128D,-9999,non-repeater,283.32,17.44,7.46,428.6,0.0,4.3,0.0,9.2,430.231,197.4,222.9,4.92,0.0015,1.2,3.6,0,0.00127,0.8,-8.5,705.4,400.2,419.5,446550.257,445658,-9999,0.12571114736162248,343.56704217476715,305.2,1.1281757340473653,5.9801820031334925e+38,2.2439858480595765e+41,1.0232789277893262e+28,2.633701699970293,2.295347148333618,0.6919651027673603,-2.8239087409443187,0.07918124604762482,0.5563025007672873,-2.896196279044043,2.848435455331471,2.6022770843001926,2.622731965164719,2.536011495996973,-0.9006262098002226,0.052376754241826806,38.77671440167298,41.35102011366745,28.009994030865997
272,FRB20190129A,-9999,non-repeater,45.06,21.42,-32.31,478.8,0.0,7.0,0.0,13.8,484.761,432.7,437.8,8.85,0.0102,0.49,5.0,0,0.00113,43.0,-37.8,800.2,552.8,707.7,1265039.714,1271321,-9999,0.40350235381121735,347.2264823328953,247.4000000000001,0.8051286817806038,1.553851641466896e+40,2.137217747546768e+42,5.031859235026283e+27,2.6855276726967956,2.6361868951987244,0.9469432706978255,-1.9913998282380825,-0.3098039199714863,0.6989700043360189,-2.9469215565165805,2.903198547042978,2.742568034366142,2.849849195605258,2.540612840618648,-0.394153927498933,-0.09413470184212615,40.191409550907586,42.329848771925626,27.701728483330214
273,FRB20190130A,-9999,non-repeater,25.64,13.16,-47.84,1365.2,0.0,7.1,0.0,13.2,1367.461,1330.1,1339.4,14.75,0.0032,0.47,4.4,0,0.00099,19.3,-62.0,567.2,400.2,467.7,608665.84,606473,-9999,1.415951122945652,403.463837531924,167.00000000000006,0.40977650193226633,1.1104930766544375e+41,2.865821790718932e+43,4.888795504214645e+28,3.1359149490995666,3.1238842934600077,1.1687920203141817,-2.494850021680094,-0.3279021420642826,0.6434526764861874,-3.00436480540245,2.7537362221750104,2.6022770843001926,2.669967369908504,2.6058046149833847,0.15104826225109655,-0.3874529492382515,41.04551585529318,43.457249180578515,28.689201871330393
274,FRB20190130B,-9999,non-repeater,172.11,16.05,67.8,988.3,0.0,2.2,0.0,3.8,989.0307,959.3,968.0,3.93,0.000769,0.77,2.95,0,0.000265,55.4,-140.8,553.6,428.6,487.1,414376.343,409785,-9999,0.9917556860106307,248.96946075132882,125.0,0.13304844658472115,3.913884919338393e+40,2.0347582907499306e+43,5.2500598766664746e+29,2.995209772521005,2.9819544444699737,0.5943925503754267,-3.114073660198569,-0.11350927482751812,0.46982201597816303,-3.576754126063192,2.7431960814487013,2.63205216670581,2.68761812957177,2.396146078659652,-0.0035953009158617307,-0.8759901917147878,40.59260805187102,43.308512826716935,29.72016425654073
275,FRB20190131E,-9999,non-repeater,195.65,80.92,36.2,279.8,1.8,0.6,3.3,1.1,279.8006,236.5,243.3,0.98,0.000164,3.0,5.1,0,0.00023,22.0,-63.1,576.8,400.2,476.5,199966.627,197897,-9999,0.17380504735096297,207.29397136218,176.59999999999997,0.19594395212310836,1.871553003424018e+39,1.2922578598846861e+42,9.719397147570683e+29,2.4468486414510546,2.3738311450738303,-0.00877392430750515,-3.785156151952302,0.47712125471966244,0.7075701760979364,-3.638272163982407,2.7610252517113727,2.6022770843001926,2.6780629049743454,2.3165866718854176,-0.7599376156615616,-0.707868136626275,39.27220213108635,42.11134918235195,29.98763932834161
276,FRB20190131D,-9999,non-repeater,57.46,22.75,-24.08,642.1,0.0,4.2,0.0,7.9,642.1218,574.6,569.1,1.97,0.000426,2.9,6.8,0,0.00017,1.61,-3.35,800.2,400.2,508.7,424385.421,418900,-9999,0.5632106738435073,625.284269537403,400.00000000000006,0.10875053685631286,3.018587387579224e+40,2.012381657376525e+43,2.3115439650575596e+30,2.8076174144406982,2.759365621655929,0.2944662261615929,-3.370590400897281,0.4623979978989561,0.8325089127062363,-3.769551078621726,2.903198547042978,2.6022770843001926,2.7064617376313547,2.7960775031424694,-0.24932912313545894,-0.963568590436233,40.47980375312111,43.303710350128334,30.363902158038133
277,FRB20190131D,-9999,non-repeater,57.46,22.75,-24.08,642.1,0.0,4.2,0.0,7.9,642.1218,574.6,569.1,1.97,0.000426,2.9,6.8,1,0.000348,5.3,-6.9,800.2,400.2,585.1,424385.421,418900,-9999,0.5632106738435073,625.284269537403,400.00000000000006,0.2226187460352757,3.4719392185425675e+40,2.3146147193454e+43,1.7472917931489218e+30,2.8076174144406982,2.759365621655929,0.2944662261615929,-3.370590400897281,0.4623979978989561,0.8325089127062363,-3.4584207560534193,2.903198547042978,2.6022770843001926,2.7672300981107183,2.7960775031424694,-0.24932912313545894,-0.6524382678679261,40.540572113600476,43.3644787106077,30.242365437079407
278,FRB20190131C,-9999,non-repeater,166.45,10.43,60.05,506.3,0.0,2.5,0.0,5.1,507.7618,474.8,484.9,0.98,0.0005,0.84,2.1,0,0.000444,4.5,-9.9,800.2,400.2,501.4,204001.903,205194,-9999,0.451222139977078,580.4888559908312,400.00000000000006,0.30594902583763844,5.82433374873512e+39,3.3809608347120394e+42,1.7653388918851415e+30,2.705660024869241,2.6765107102825536,-0.00877392430750515,-3.3010299956639813,-0.07572071393811836,0.3222192947339193,-3.3526170298853804,2.903198547042978,2.6022770843001926,2.7001843296221977,2.7637938867306753,-0.34560959910898753,-0.5143509252880929,39.765246253166424,42.529040139897106,30.246828089184362
279,FRB20190131B,-9999,non-repeater,354.72,11.71,-47.36,1801.9,0.0,3.1,0.0,5.6,1805.729,1770.1,1778.2,1.97,0.0011,0.99,3.3,0,0.00092,16.5,-11.9,800.2,514.4,798.1,429293.815,429850,-9999,1.9471022336660408,842.2818183817546,285.80000000000007,0.3121710504272423,2.543675646694197e+41,2.2489416540283144e+44,3.548179537384063e+30,3.2566525728679783,3.247997802080121,0.2944662261615929,-2.958607314841775,-0.004364805402450088,0.5185139398778874,-3.036212172654445,2.903198547042978,2.7113009599161657,2.9020573108084666,2.925457426048656,0.2893887549876205,-0.5056073742481492,41.40546173204257,44.351978188355936,30.550005586955198
280,FRB20190201B,-9999,non-repeater,118.2,55.58,30.61,748.9,0.0,1.2,0.0,2.4,749.176,695.0,698.0,2.9499999999999997,0.000572,0.81,2.3,0,0.0008,1.8,-14.8,632.1,400.2,425.9,438206.544,437753,-9999,0.6971931643553844,393.5790948140137,231.90000000000003,0.4713664989947389,1.320364604051164e+40,7.891913748549894e+42,6.344699957231075e+29,2.874583856217193,2.8419848045901137,0.469822015978163,-3.2426039712069756,-0.09151498112135022,0.36172783601759284,-3.0969100130080562,2.8007857903277626,2.6022770843001926,2.629307640073749,2.595032022564103,-0.15664687959028603,-0.32664128693417177,40.12069387337464,42.89718233016181,29.802411088999683
281,FRB20190201A,-9999,non-repeater,64.03,84.84,23.83,241.0,2.2,1.2,4.5,2.5,242.0038,179.6,178.5,0.98,0.00072,2.6,3.1,0,0.000608,0.1,-0.2,800.2,400.2,476.6,401017.55,401882,-9999,0.10343290550766462,441.3731622030659,400.00000000000006,0.5510076751973179,3.925968757291485e+38,3.633326481695224e+41,2.90516773921484e+29,2.3838221854270194,2.2543063323312857,-0.00877392430750515,-3.1426675035687315,0.414973347970818,0.4913616938342727,-3.216096420727265,2.903198547042978,2.6022770843001926,2.678154038010437,2.6448059222523113,-0.9853412754878467,-0.2588423516516139,38.59394683917894,41.56030442423983,29.463171212840738
282,FRB20190202B,-9999,non-repeater,114.32,32.45,23.2,464.2,0.0,2.4,0.0,4.4,464.906,394.8,379.4,0.98,0.00056,1.57,2.7,0,0.00051,3.89,-6.6,800.2,400.2,536.2,229371.496,224042,-9999,0.36019834141478696,544.0793365659148,400.00000000000006,0.37494531824640537,5.0268916160735134e+39,3.975920123217961e+42,1.8110473888505923e+30,2.667365151152062,2.596377143997599,-0.00877392430750515,-3.2518119729937998,0.19589965240923377,0.43136376415898736,-3.2924298239020637,2.903198547042978,2.6022770843001926,2.7293268096468606,2.735662232272732,-0.44345829128345987,-0.42603206484683354,39.70129952158204,42.599437650777055,30.257929814448268
283,FRB20190202A,-9999,non-repeater,344.2,17.1,-37.76,305.7,0.0,2.5,0.0,12.2,307.3605,266.6,274.2,1.97,0.00072,41.0,95.0,0,0.0007103,5.13,-12.38,757.8,400.2,492.3,432295.688,376346,-9999,0.21015138417236873,432.75013498003904,357.59999999999997,0.5869513593836685,5.327457884313725e+40,2.7824026510074996e+43,4.5549677019970947e+30,2.487648054008588,2.4258601450778405,0.2944662261615929,-3.1426675035687315,1.6127838567197355,1.9777236052888478,-3.148558185327945,2.8795546009389743,2.6022770843001926,2.6922298357727557,2.6362372120091924,-0.6774677451472807,-0.23139788721325724,40.72652002512815,43.44441997844435,30.658485301859145
284,FRB20190203B,-9999,non-repeater,130.64,61.89,36.7,580.7,0.0,1.2,0.0,2.3,582.2248,536.4,544.0,2.9499999999999997,0.00058,0.49,0.93,0,0.0003,1.5,-8.5,735.7,400.2,437.5,436444.689,437145,-9999,0.5204937076201975,510.1256389065764,335.50000000000006,0.19730433509622694,3.0200729899091265e+39,2.4194419022345877e+42,2.0029926313757886e+29,2.7650907003706755,2.7294887691795613,0.469822015978163,-3.2365720064370627,-0.3098039199714863,-0.03151705144606486,-3.5228787452803374,2.866700756042499,2.6022770843001926,2.640978057358332,2.7076771517135536,-0.2835845164173156,-0.70486337248888,39.480017439225925,42.38371519790905,29.30167935161074
285,FRB20190203A,-9999,non-repeater,133.68,70.82,35.48,418.9,18.7,2.1,35.2,3.9,420.5727,374.7,381.7,3.93,0.000832,1.21,4.0,0,0.00055,25.0,-75.0,563.4,400.2,472.9,432800.295,429849,-9999,0.33707321882253466,218.21034931183766,163.2,0.4113462092108508,5.725211517536843e+39,2.3156456651383334e+42,9.726371588199986e+28,2.623841078563924,2.573683693093798,0.5943925503754267,-3.079876673709276,0.08278537031645007,0.6020599913279624,-3.2596373105057563,2.7508168426497543,2.6022770843001926,2.674769314015426,2.3388753445219588,-0.47227575171999603,-0.3857925006098724,39.757791536287414,42.364672105380016,28.987950857420323
286,FRB20190203C,-9999,non-repeater,196.01,2.48,65.17,370.4,0.0,6.2,0.0,12.6,370.462,340.8,348.3,3.93,0.0025,1.4,4.4,0,0.00205,0.1,0.0,800.2,400.2,800.2,389932.42,389722,-9999,0.2977771637759291,519.1108655103718,400.00000000000006,1.5796240350195805,8.244579928725322e+39,3.404426949771622e+42,3.040815952550337e+28,2.568743667007148,2.5324995860946626,0.5943925503754267,-2.6020599913279625,0.146128035678238,0.6434526764861874,-2.688246138944246,2.903198547042978,2.6022770843001926,2.903198547042978,2.7152601191924925,-0.5261086109034492,0.19855373319122424,39.91616853271745,42.532044019774034,28.482990134971267
287,FRB20190204A,-9999,non-repeater,161.33,61.53,49.68,448.0,0.0,1.7,0.0,3.2,449.639,413.5,423.3,7.86,0.00088,0.24,1.5,0,0.00181,2.4,-28.0,557.9,400.2,418.2,431296.93,431065,-9999,0.3816103430107849,217.87995109280075,157.7,1.3100654675584396,2.4545459891552558e+39,5.425961801620063e+41,7.972985305350502e+27,2.652863973268803,2.6164755138885654,0.895422546039408,-3.0555173278498313,-0.619788758288394,0.17609125905568124,-2.7423214251308154,2.746556361410369,2.6022770843001926,2.621384028481653,2.3382172691156478,-0.4183798628682671,0.11729299908243962,39.389971173591825,41.734476732034494,27.90162096366553
288,FRB20190204B,-9999,non-repeater,255.92,75.87,32.73,1463.8,13.0,2.6,23.2,4.7,1464.9393,1419.4,1425.0,2.9499999999999997,0.000418,1.35,4.4,0,0.001022,6.23,-8.7,800.2,400.2,571.7,411901.847,411609,-9999,1.5210284682764623,1008.411387310585,400.00000000000006,0.4053901067998272,1.5511424076894546e+41,1.1998045743144574e+44,2.684795058552534e+30,3.1658196299998935,3.152104800892868,0.469822015978163,-3.378823718224965,0.13033376849500614,0.6434526764861874,-2.990549104201306,2.903198547042978,2.6022770843001926,2.7571681922142726,3.003637741227165,0.18213734258664377,-0.3921268541005088,41.19065167146583,44.07911051337385,30.428911139817057
289,FRB20190205A,-9999,non-repeater,342.22,83.37,21.38,693.9,5.8,2.6,11.3,5.2,695.389,627.7,623.8,2.9499999999999997,0.00069,0.74,1.7,0,0.000602,18.3,-47.3,605.6,400.2,485.7,415250.098,414650,-9999,0.6223859202795284,333.2380680254152,205.40000000000003,0.3710584469916249,8.837289231819134e+39,6.241026635955605e+42,3.538999570912225e+29,2.8422278165211177,2.7977521286507105,0.469822015978163,-3.161150909262745,-0.13076828026902382,0.2304489213782739,-3.2204035087421756,2.7821858664920165,2.6022770843001926,2.6863681034730362,2.5227546079478835,-0.20594024059110433,-0.43055767742879975,39.94631906906244,42.79525603610177,29.548880509981267
290,FRB20190206C,-9999,non-repeater,200.45,74.39,42.57,1044.9,19.6,3.0,40.7,6.0,1043.002,1004.7,1012.2,5.8999999999999995,0.00142,0.56,3.8,0,0.00201,1.0,-5.2,800.2,400.2,439.2,649348.264,645689,-9999,1.042815552281306,817.1262209125225,400.00000000000006,0.9839361158942327,5.015186663280195e+40,1.5098044040715368e+43,2.2989392741331562e+29,3.01828514120518,3.002036402259529,0.7708520116421441,-2.8477116556169437,-0.25181197299379954,0.5797835966168101,-2.696803942579511,2.903198547042978,2.6022770843001926,2.6426623314420357,2.9122891468773555,0.018207499500113952,-0.007033098128904246,40.70028710192751,43.17892068786629,29.361527499648055
291,FRB20190206B,-9999,non-repeater,49.76,79.5,18.58,355.8,6.1,1.7,12.2,3.6,352.52,274.0,261.0,19.66,0.009,0.95,9.6,0,0.0071,11.6,-24.6,687.6,400.2,506.4,783766.072,775802,-9999,0.21900817382916415,350.34294915850177,287.40000000000003,5.824407212707516,6.030372331828896e+39,7.274499484943777e+41,1.0906247941753704e+27,2.5471837614500816,2.437750562820388,1.2935835134961169,-2.0457574905606752,-0.022276394711152253,0.9822712330395684,-2.1487416512809245,2.837335868015015,2.6022770843001926,2.7044936970092985,2.544493381506007,-0.6595396761066515,0.7652517310112754,39.78034412750776,41.86180311746484,27.037675366678464
292,FRB20190206A,-9999,non-repeater,244.85,9.36,37.95,187.6,0.0,10.3,0.0,20.8,188.3364,146.9,152.8,5.8999999999999995,0.00274,1.4,9.1,0,0.000804,38.0,-65.7,644.6,443.2,534.5,612230.916,612857,-9999,0.06176931968577337,213.8403409847148,201.40000000000003,0.7572266264370313,4.527800972021547e+38,7.396123319593695e+40,1.2021365583662552e+27,2.27493426473996,2.1670217957902564,0.7708520116421441,-2.562249437179612,0.146128035678238,0.9590413923210935,-3.094743951251549,2.8092903011763157,2.646599751720373,2.727947709544797,2.3300896382646705,-1.209227181863563,-0.12077412329861986,38.6558873283718,40.86900414377602,27.07995380475182
293,FRB20190208B,-9999,non-repeater,91.0,80.88,24.91,713.3,3.8,1.4,7.3,2.6,714.22009,653.6,653.3,0.98,0.0001167,10.3,14.3,0,0.0001,0.69,-8.02,713.9,400.2,417.9,237265.402,216745,-9999,0.6511916795746697,517.9788298825739,313.7,0.0605623206784563,7.013185465166992e+40,8.340920903510264e+43,6.611107688091225e+31,2.853832062117516,2.8153120435243593,-0.00877392430750515,-3.9329291439546297,1.0128372247051722,1.1553360374650619,-4.0,2.853637381958594,2.6022770843001926,2.621072371143626,2.7143120102219505,-0.1862911571635316,-1.2177974915242054,40.84591532405971,43.92121400282402,31.820274231425504
294,FRB20190208C,-9999,non-repeater,141.55,83.56,31.03,237.8,3.8,1.8,7.3,3.6,238.3921,188.7,193.9,0.98,0.00045,1.27,1.74,0,0.000411,18.7,-54.6,583.2,400.2,474.9,217644.686,218266,-9999,0.1148549842706541,204.01846212152975,183.00000000000006,0.3686578127189153,2.719884543751398e+38,2.2132135558087874e+41,1.770407605309858e+29,2.377291859359916,2.2757719001649312,-0.00877392430750515,-3.3467874862246565,0.10380372095595687,0.24054924828259971,-3.3861581781239307,2.765817515309918,2.6022770843001926,2.676602169582018,2.3096694695568285,-0.9398501533268384,-0.43337655795032987,38.434550469079824,41.34502332157958,29.248073266563694
295,FRB20190208A,190208.J1855+46,repeater,283.52,46.96,19.04,579.1,0.0,3.6,0.0,8.0,579.843,508.4,514.6,33.42,0.00122,0.39,4.9,0,0.00076,48.0,-58.0,735.1,494.1,602.7,1363946.463,1357034,FRB20190208A,0.48907545223667953,358.8671839890398,241.0,0.51038380819349,1.9285972317318897e+40,2.285739693998353e+42,5.7586486971710924e+26,2.76331041862551,2.7062055418819706,1.5240064455573725,-2.9136401693252516,-0.4089353929735008,0.6901960800285137,-3.1191864077192086,2.8663464227496016,2.6938148538894167,2.7801011914679115,2.5549337468145024,-0.3106241348186625,-0.29210311195884275,40.28524153904865,42.35902677028627,26.76032058546971
296,FRB20190208A,190208.J1855+46,repeater,283.52,46.96,19.04,579.1,0.0,3.6,0.0,8.0,579.843,508.4,514.6,33.42,0.00122,0.39,4.9,1,0.00041,77.0,-115.0,642.5,484.3,557.8,1363946.463,1357034,FRB20190208A,0.48907545223667953,235.5717365438427,158.2,0.2753386333675407,1.7849204178862585e+40,2.1154564481703687e+42,6.72304392219752e+26,2.76331041862551,2.7062055418819706,1.5240064455573725,-2.9136401693252516,-0.4089353929735008,0.6901960800285137,-3.3872161432802645,2.807873132003332,2.6851144690465394,2.746478509930031,2.3721231834012917,-0.3106241348186625,-0.5601328475198986,40.25161885751077,42.32540408874839,26.827565948545473
297,FRB20190208A,190208.J1855+46,repeater,283.52,46.96,19.04,579.1,0.0,3.6,0.0,8.0,579.843,508.4,514.6,33.42,0.00122,0.39,4.9,2,0.00038,74.0,-127.0,613.2,468.4,535.9,1363946.463,1357034,FRB20190208A,0.48907545223667953,215.6181254838713,144.80000000000007,0.255191904096745,1.7148419719348262e+40,2.0324007002052716e+42,7.283757098020048e+26,2.76331041862551,2.7062055418819706,1.5240064455573725,-2.9136401693252516,-0.4089353929735008,0.6901960800285137,-3.42021640338319,2.7876021461823375,2.6706168864003255,2.729083757043612,2.3336852661007623,-0.3106241348186625,-0.593133107622824,40.23422410462435,42.30800933586197,26.862355454318312
298,FRB20190208A,190208.J1855+46,repeater,283.52,46.96,19.04,579.1,0.0,3.6,0.0,8.0,579.843,508.4,514.6,33.42,0.00122,0.39,4.9,3,0.00679,29.6,-101.0,538.7,400.2,463.2,1363946.463,1357034,FRB20190208A,0.48907545223667953,206.23695013478022,138.50000000000006,4.559876391623418,1.4822071308083812e+40,1.7566859569604065e+42,9.749579096220287e+26,2.76331041862551,2.7062055418819706,1.5240064455573725,-2.9136401693252516,-0.4089353929735008,0.6901960800285137,-2.1681302257194983,2.731346975545955,2.6022770843001926,2.66576855071938,2.314366477640102,-0.3106241348186625,0.6589530700408676,40.17090889830012,42.24469412953774,26.988985866966775
299,FRB20190209A,190209.J0937+77,repeater,144.32,77.67,34.84,423.8,15.4,3.6,38.8,8.6,424.786,379.1,385.8,4.92,0.00113,0.77,3.9,0,0.00143,28.5,-89.0,552.4,400.2,470.1,441578.215,441401,FRB20190209A,0.34214579420301106,204.27458987769828,152.2,1.0654580196700303,5.723284985499467e+39,1.5166004645336614e+42,4.12190061132915e+28,2.6281701949309,2.5787537844264348,0.6919651027673603,-2.9469215565165805,-0.11350927482751812,0.5910646070264992,-2.844663962534938,2.7422536699065936,2.6022770843001926,2.6721902511882525,2.3102143472382526,-0.46578879416146135,0.027536342661363383,39.757645371724976,42.18087118467466,28.61509751571304
300,FRB20190210B,-9999,non-repeater,104.18,23.7,11.66,622.7,0.0,1.1,0.0,1.9,624.1879,507.7,460.1,2.9499999999999997,0.000364,2.6,5.3,0,0.000397,-2.45,-3.09,696.1,400.2,400.2,441315.327,435929,-9999,0.4882886330901739,440.38460653138253,295.90000000000003,0.2667493328734885,1.3805675294627604e+40,1.0079576791345859e+43,1.1137990244101231e+30,2.7953153455305877,2.705607163404605,0.469822015978163,-3.438898616350944,0.414973347970818,0.724275869600789,-3.401209493236885,2.8426716337607885,2.6022770843001926,2.6022770843001926,2.6438321299742884,-0.3113233855739001,-0.5738966580505401,40.1400576546955,43.00344229787918,30.04680683315018
301,FRB20190210C,-9999,non-repeater,295.75,89.1,26.92,642.1,3.2,2.2,5.6,4.0,643.3669,588.1,590.7,1.97,0.00025,2.37,3.6,0,0.000286,0.35,-1.5,800.2,400.2,448.5,399026.111,397625,-9999,0.5782742253767271,631.3096901506909,400.00000000000006,0.1812105877429083,1.4871823546474068e+40,1.54522787269359e+43,2.5651765414026376e+30,2.808458713517876,2.7694511794020378,0.2944662261615929,-3.6020599913279625,0.37474834601010387,0.5563025007672873,-3.543633966870957,2.903198547042978,2.6022770843001926,2.651762447380111,2.800242455487145,-0.23786616447682948,-0.7418164310301391,40.17236422390967,43.18899253331167,30.409117259630523
302,FRB20190210A,-9999,repeater,144.32,77.67,34.84,420.5,15.4,3.6,38.8,8.6,426.12,380.4,387.2,11.799999999999999,0.0015,0.25,1.81,0,0.00578,25.4,-89.0,542.5,400.2,461.8,887289.454,886457,FRB20190209A,0.34364337010855595,191.20045156644753,142.3,4.3017367023014605,2.6329903489273434e+39,4.886464124165799e+41,2.4328306891566518e+27,2.6295319183492403,2.5802405082653763,1.0718820073061253,-2.8239087409443187,-0.6020599913279624,0.2576785748691845,-2.238072161579471,2.734399742520567,2.6022770843001926,2.6644539285811577,2.2814889136335164,-0.4638920304921391,0.6336438248712971,39.42044926722787,41.68899471457996,27.38611188561656
303,FRB20190210D,-9999,non-repeater,307.8,55.46,9.37,357.5,0.0,2.2,0.0,3.5,359.1477,217.9,170.1,1.97,0.000273,1.37,2.5,0,0.00058,20.7,-24.4,800.2,449.9,611.8,459940.81,454169,-9999,0.1510614129343699,403.21681295090985,350.30000000000007,0.5038827585414591,8.828141644450879e+38,5.5686297907758184e+41,4.99362546262462e+28,2.5552730895344387,2.3382572302462554,0.2944662261615929,-3.563837352959244,0.1367205671564068,0.3979400086720376,-3.2365720064370627,2.903198547042978,2.653115993165567,2.7866094726486597,2.6055386326129932,-0.820846457499765,-0.2976705017323634,38.94586929264887,41.74574834642854,28.698415965805633
304,FRB20190210E,-9999,non-repeater,313.65,86.67,25.39,580.7,3.4,2.1,5.9,3.7,580.58,522.7,524.2,1.97,0.0011,0.69,1.45,0,0.00096,13.4,-40.5,599.4,400.2,472.2,417230.246,414042,-9999,0.5051340385062206,299.82270047043914,199.2,0.6378169488165705,4.7786922262630824e+39,3.422672349801799e+42,5.105129150105242e+29,2.763862071042256,2.7182525000977504,0.2944662261615929,-2.958607314841775,-0.16115090926274472,0.16136800223497488,-3.0177287669604316,2.7777167386096258,2.6022770843001926,2.674125982742708,2.476864511486989,-0.29659336552577237,-0.19530394435974055,39.6793090604978,42.53436532639939,29.708006733390327
305,FRB20190211A,-9999,non-repeater,67.06,68.64,13.59,1188.9,0.0,5.1,0.0,8.8,1188.256,1084.4,1050.5,3.93,0.00329,1.47,5.8,0,0.00036,38.9,-39.3,800.2,515.0,656.0,669464.741,664841,-9999,1.1329630095652992,608.3210503280234,285.20000000000005,0.1687792982745484,1.3430779700954348e+41,7.26062306015198e+43,7.161779289579368e+29,3.0749100159062555,3.035189508908448,0.5943925503754267,-2.4828041020500256,0.1673173347481761,0.7634279935629372,-3.4436974992327127,2.903198547042978,2.711807229041191,2.8169038393756605,2.78413284503949,0.054215730689591325,-0.7726808230923746,41.12810122562425,43.86097389066915,29.85502093287321
306,FRB20190211B,-9999,non-repeater,299.62,61.37,16.1,260.4,0.0,1.2,0.0,2.1,260.7,176.2,169.8,0.98,0.000152,0.3,1.35,0,0.0001,1.4,-7.5,764.9,400.2,440.1,225099.745,223737,-9999,0.09914710129460179,400.8589478421412,364.7,0.09097963310117237,1.4480994183949987e+38,3.5370539513672485e+40,3.6058411715627814e+28,2.416141031168329,2.246005904076029,-0.00877392430750515,-3.8181564120552274,-0.5228787452803376,0.13033376849500614,-4.0,2.8836046609222925,2.6022770843001926,2.643551368562945,2.602991582220785,-1.003719978485019,-1.041055818907004,38.16079837911125,40.54864168424291,28.557006593203635
307,FRB20190212B,-9999,non-repeater,139.99,52.11,43.61,600.1,0.0,1.2,0.0,2.2,600.1866,559.0,569.8,2.9499999999999997,0.000496,1.55,3.7,0,0.000226,-2.05,-3.6,702.0,400.2,400.2,419290.847,414041,-9999,0.5457839515586193,466.5175965803913,301.8,0.14620413141960972,1.2115293241113177e+40,7.845356779415137e+42,8.346715381465107e+29,2.778286294969171,2.747411807886423,0.469822015978163,-3.3045183235098023,0.1903316981702915,0.568201724066995,-3.6458915608525992,2.846337112129805,2.6022770843001926,2.6022770843001926,2.668868029547977,-0.2629792386404799,-0.8350403549610051,40.08333393035599,42.89461269856769,29.921515604543938
