,tns_name,previous_name,repeater_name,ra,dec,gb,bonsai_dm,low_ft_68,up_ft_68,low_ft_95,up_ft_95,dm_fitb,dm_exc_ne2001,dm_exc_ymw16,bc_width,scat_time,flux,fluence,sub_num,width_fitb,sp_idx,sp_run,high_freq,low_freq,peak_freq,chi_sq,dof,previous_rp_name,redshift,fre_width,fre_width_ob,in_duration,energy,luminosity,T_B,log_dm_fitb,log_dm_exc_ne2001,log_bc_width,log_scat_time,log_flux,log_fluence,log_width_fitb,log_high_freq,log_low_freq,log_peak_freq,log_fre_width,log_redshift,log_in_duration,log_energy,log_luminosity,log_T_B
137,FRB20181203C,-9999,non-repeater,198.48,72.94,44.09,2442.4,30.3,3.9,61.5,8.2,2444.57,2407.1,2414.7,11.799999999999999,0.00097,1.05,4.8,0,0.00365,-0.27,-1.7,800.2,400.2,400.2,370674.712,368441,-9999,2.7829567314894668,1513.1826925957869,400.00000000000006,0.9648537530491084,3.435567228340069e+41,2.8430067253292412e+44,7.724639677086395e+29,3.3882024777538615,3.381494132878298,1.0718820073061253,-3.0132282657337552,0.021189299069938092,0.6812412373755872,-2.4377071355435254,2.903198547042978,2.6022770843001926,2.6022770843001926,3.1798913652977276,0.444506454116492,-0.01553850951329041,41.535998451381204,44.45377788704532,29.887878230504285
138,FRB20181208A,-9999,non-repeater,264.43,62.62,32.3,561.3,0.0,2.2,0.0,4.0,562.777,517.6,523.5,4.92,0.00113,0.95,4.0,0,0.00093,0.0,-3.6,800.2,400.2,400.3,390729.872,389113,-9999,0.49941005949413353,599.7640237976535,400.00000000000006,0.6202439380150355,1.09164081287813e+40,3.887440888436575e+42,1.5317341223005992e+29,2.750336340047009,2.713994267660644,0.6919651027673603,-2.9469215565165805,-0.022276394711152253,0.6020599913279624,-3.0315170514460648,2.903198547042978,2.6022770843001926,2.602385590105105,2.7779804115156193,-0.30154271400951493,-0.20743747163372145,40.03807976415105,42.58966379829959,29.185183387203452
139,FRB20181209A,-9999,non-repeater,98.16,68.69,23.47,328.4,0.0,1.0,0.0,1.9,328.6557,263.0,259.3,1.97,0.00064,2.5,3.2,0,0.000597,0.42,-25.5,544.7,400.2,403.5,370174.648,367226,-9999,0.20583193301313618,174.24271432039825,144.50000000000006,0.4950938714222095,1.4091152194457648e+39,1.3274657257050907e+42,3.9609599519973814e+29,2.5167411688150176,2.419955748489758,0.2944662261615929,-3.193820026016113,0.3979400086720376,0.505149978319906,-3.224025668870631,2.736157375273132,2.6022770843001926,2.6058435390580894,2.2411546278225662,-0.6864872473793917,-0.3053124496006302,39.14894650561728,42.12302331669941,29.597800451413516
140,FRB20181213A,-9999,non-repeater,127.66,73.87,32.8,677.7,10.5,1.6,19.1,3.0,678.672,630.1,635.9,2.9499999999999997,0.0016,0.88,3.2,0,0.001359,-3.17,2.3,800.2,400.2,400.2,441492.962,440794,-9999,0.625056421087564,650.0225684350257,400.00000000000006,0.8362786561530543,1.3826720909122407e+40,6.179030438887639e+42,6.253218306969278e+29,2.8316599318548854,2.799409479615127,0.469822015978163,-2.795880017344075,-0.05551732784983137,0.505149978319906,-2.8667805432675055,2.903198547042978,2.6022770843001926,2.6022770843001926,2.812928435376157,-0.2040807790382395,-0.07764898731570057,40.140719196745145,42.79092033462361,29.79610359066006
141,FRB20181213B,-9999,non-repeater,183.52,53.7,62.55,626.0,0.0,3.3,0.0,6.7,626.593,596.0,604.7,4.92,0.0012,0.75,1.7,0,0.00085,45.6,-45.1,800.2,529.6,664.0,447673.98,445658,-9999,0.5870825482614329,429.46453755954377,270.6,0.5355739063044522,1.0723678913057089e+40,7.508542789443546e+42,6.1241904121287835e+28,2.7969855388406843,2.7752462597402365,0.6919651027673603,-2.9208187539523753,-0.12493873660829995,0.2304489213782739,-3.070581074285707,2.903198547042978,2.7239479764316434,2.8221680793680175,2.632927308381344,-0.2313008293590227,-0.2711805904054469,40.0303438019189,42.87555566005207,28.787048685235114
142,FRB20181213C,-9999,non-repeater,216.4,47.46,62.58,380.1,0.0,1.9,0.0,3.9,380.736,350.2,358.2,2.9499999999999997,0.0015,0.62,1.86,0,0.00125,-2.1,1.2,800.2,400.2,400.2,440201.706,439578,-9999,0.3087133452086214,523.4853380834487,400.00000000000006,0.9551365886016375,1.87816730374539e+39,8.193275383153622e+41,1.0295909610861342e+29,2.5806239429088524,2.5443161417474274,0.469822015978163,-2.8239087409443187,-0.20760831050174613,0.26951294421791633,-2.9030899869919438,2.903198547042978,2.6022770843001926,2.6022770843001926,2.7189045223498676,-0.5104445962218516,-0.019934518013848778,39.273734275819955,41.913457552122196,29.01266472118494
143,FRB20181214A,-9999,non-repeater,70.0,43.07,-2.37,467.5,0.0,0.3,0.0,0.5,468.148,283.9,206.0,2.9499999999999997,0.000442,0.156,0.41,0,0.000533,23.3,-139.0,494.6,400.2,435.0,445007.866,443225,-9999,0.23081228865113812,116.18868004866748,94.40000000000003,0.4330473500424026,2.465734080589534e+38,1.1547256241022937e+41,1.2014402065423738e+28,2.6703831723523948,2.453165392525857,0.469822015978163,-3.354577730650908,-0.8068754016455384,-0.38721614328026455,-3.2732727909734276,2.6942541120252783,2.6022770843001926,2.6384892569546374,2.0651638179693115,-0.636741072677024,-0.36346461464466995,38.39194623788835,41.06247880319432,28.079702161644388
144,FRB20181214B,-9999,non-repeater,138.79,42.15,43.88,1120.9,0.0,1.5,0.0,2.8,1120.746,1078.7,1090.2,2.9499999999999997,0.0014,0.41,1.23,0,0.00109,0.0,-1.5,800.2,400.2,400.2,430342.302,429850,-9999,1.1264922977675211,850.5969191070086,400.00000000000006,0.5125812123299609,1.7184766496832823e+40,1.2181091198149446e+43,9.420502751928146e+29,3.049507197521298,3.032900678732676,0.469822015978163,-2.853871964321762,-0.38721614328026455,0.08990511143939793,-2.962573502059376,2.903198547042978,2.6022770843001926,2.6022770843001926,2.929723805350437,0.0517282266426286,-0.2902373160818511,40.23514363540685,43.085686194709666,29.97407408077184
145,FRB20181214C,-9999,non-repeater,175.93,60.02,55.13,632.4,0.0,1.6,0.0,2.8,632.7849,599.5,608.6,5.8999999999999995,0.00163,1.2,5.0,0,0.000631,-2.54,-0.08,800.2,400.2,400.2,454048.39,451737,-9999,0.5909835223802228,636.3934089520892,400.00000000000006,0.3966100158322066,1.926874153335779e+40,7.35750006637816e+42,1.901324750699167e+29,2.8012561071442974,2.7777891874348675,0.7708520116421441,-2.7878123955960423,0.07918124604762482,0.6989700043360189,-3.1999706407558657,2.903198547042978,2.6022770843001926,2.6022770843001926,2.8037256730635436,-0.2284246278143552,-0.4016363224914468,40.284853351242596,42.86673027468978,29.27905630171089
146,FRB20181214D,-9999,non-repeater,178.57,46.71,67.41,1171.1,0.0,9.6,0.0,18.2,1177.319,1151.3,1157.5,16.71,0.018,0.55,9.0,0,0.00099,12.2,-10.9,800.2,442.1,700.7,2009951.618,2005481,-9999,1.2092036889049005,791.115840996845,358.1,0.4481252701921486,2.523274864806039e+41,3.4065949741086494e+43,1.4725243133135433e+28,3.070894152876582,3.0611885046620713,1.2229764498933913,-1.744727494896694,-0.2596373105057561,0.9542425094393249,-3.00436480540245,2.903198547042978,2.645520514905874,2.8455321174935757,2.89824008074447,0.08249946340538157,-0.34860056513501714,41.40196456156259,43.53232050135008,28.168062474291556
147,FRB20181214F,-9999,non-repeater,252.62,32.44,38.53,2106.0,0.0,2.9,0.0,5.3,2105.76,2065.5,2073.2,8.85,0.00152,0.31,2.21,0,0.0023,8.0,-65.0,514.1,400.2,425.7,659319.538,659369,-9999,2.324265666639891,378.6338594302837,113.90000000000003,0.6918821269555148,1.2392398158005427e+41,5.778571653591198e+43,2.639090429063354e+29,3.3234088717805323,3.315025199312605,0.9469432706978255,-2.8181564120552274,-0.5086383061657274,0.3443922736851107,-2.638272163982407,2.711047603867034,2.6022770843001926,2.6291036501771363,2.5782194482601484,0.3662857669891948,-0.15996788816345492,41.09315535851542,43.76182050284562,29.421454271679075
148,FRB20181215A,-9999,non-repeater,93.38,39.34,10.12,412.5,0.0,0.6,0.0,1.1,412.632,284.1,235.7,4.92,0.0017,0.34,0.72,0,0.00134,-2.4,-1.1,800.2,400.2,400.2,450816.937,451130,-9999,0.2310502424688564,492.4200969875426,400.00000000000006,1.0885014711606298,3.992154699812656e+38,2.3207564219449566e+41,1.1146006946514938e+28,2.615562904889018,2.453471233722936,0.6919651027673603,-2.769551078621726,-0.46852108295774486,-0.14266750356873156,-2.8728952016351923,2.903198547042978,2.6022770843001926,2.6022770843001926,2.6923357693459633,-0.6362935713875133,0.03682902034680698,38.60120736226794,41.365629560896934,28.047119309385188
149,FRB20181215B,-9999,non-repeater,254.81,47.56,38.24,493.3,0.0,2.0,0.0,4.0,494.0142,453.4,461.5,1.97,0.00061,1.9,2.9,0,0.000559,4.7,-6.0,800.2,400.2,590.2,446582.692,439578,-9999,0.4270104710030347,570.804188401214,400.00000000000006,0.39172802958277053,8.448901715198797e+39,7.899198382938603e+42,6.364331287599575e+29,2.6937394325127357,2.6564815157904986,0.2944662261615929,-3.214670164989233,0.2787536009528289,0.4623979978989561,-3.252588192113577,2.903198547042978,2.6022770843001926,2.7709992051639407,2.7564871511855342,-0.369561475225371,-0.40701535197114846,39.92680025805869,42.89758302097013,29.80375277823911
150,FRB20181216A,-9999,non-repeater,306.28,53.53,9.0,541.9,0.0,3.3,0.0,6.9,542.7376,396.0,347.5,1.97,0.00089,0.94,1.7,0,0.00022,14.8,-16.1,800.2,434.2,634.0,446771.745,446873,-9999,0.3615752253799773,498.3365324890718,366.00000000000006,0.16157755803657795,3.7720380843937135e+39,2.839858110944832e+42,1.934558023602114e+29,2.7345899098545203,2.597695185925512,0.2944662261615929,-3.050609993355087,-0.026872146400301365,0.2304489213782739,-3.657577319177794,2.903198547042978,2.637689819118401,2.802089257881733,2.6975227259766874,-0.4418013344172795,-0.7916189597600707,39.576576068942956,42.453296641746654,29.286581760137548
151,FRB20181217A,-9999,non-repeater,290.5,59.8,19.55,1175.9,0.0,2.7,0.0,5.0,1177.1666,1107.4,1108.4,2.9499999999999997,0.0012,0.64,1.76,0,0.001015,5.0,-4.9,800.2,400.2,663.5,435233.794,434106,-9999,1.1591120618170212,863.6448247268086,400.00000000000006,0.47010065755726327,4.3076688172938627e+40,3.3820871642662696e+43,5.652880230117629e+29,3.0708379312720546,3.0443045191759146,0.469822015978163,-2.9208187539523753,-0.1938200260161128,0.24551266781414982,-2.9935339577507682,2.903198547042978,2.6022770843001926,2.821840927200454,2.936335174915444,0.0641254251578234,-0.3278091413382498,40.634242306429414,43.529184796186634,29.75226978398302
152,FRB20181218A,-9999,non-repeater,5.06,71.35,8.63,1873.1,10.2,1.2,21.5,2.5,1874.406,1727.2,1646.0,5.8999999999999995,0.000221,0.83,1.59,0,0.00139,19.0,-83.6,529.3,400.2,448.4,300374.013,302393,-9999,1.8937627755143407,373.5847743189013,129.09999999999997,0.48034345170292675,6.552898129493158e+40,9.898680580791085e+43,9.998630849235486e+29,3.272863665773883,3.2373426293261742,0.7708520116421441,-3.6556077263148894,-0.08092190762392612,0.2013971243204515,-2.856985199745905,2.723701893991268,2.6022770843001926,2.6516656039229356,2.572389167975536,0.2773255756505607,-0.31844812545502066,40.81643341652277,43.99557731028751,29.99994053446685
153,FRB20181218B,-9999,non-repeater,18.04,69.39,6.59,752.1,0.0,1.4,0.0,3.3,753.405,583.8,477.1,2.9499999999999997,0.002,0.56,1.8,0,0.00169,-2.7,-2.3,708.8,400.2,400.2,447417.424,445658,-9999,0.5734778194242547,485.57525507432496,308.59999999999997,1.0740539072984083,6.522993177277335e+39,3.1931775806627305e+42,3.337445221776117e+29,2.8770284980881193,2.7662640906519953,0.469822015978163,-2.6989700043360187,-0.25181197299379954,0.25527250510330607,-2.7721132953863266,2.8505237088789945,2.6022770843001926,2.6022770843001926,2.68625654697475,-0.24148337477742415,0.031026079366052863,39.814446924272545,42.50422307142306,29.523414146260095
154,FRB20181218C,-9999,non-repeater,285.98,58.24,21.24,385.0,0.0,2.4,0.0,4.6,384.153,319.8,322.7,4.92,0.0068,0.25,1.73,0,0.0052,4.4,-13.1,718.5,400.2,472.7,676386.238,674874,-9999,0.2732236248016534,405.26707977436627,318.3,4.084121515425126,1.6024976229534448e+39,2.9484650754809503e+41,8.308665443422733e+27,2.5845042291116638,2.504878459410216,0.6919651027673603,-2.167491087293764,-0.6020599913279624,0.2380461031287954,-2.283996656365201,2.8564267724702446,2.6022770843001926,2.6745856023029138,2.6077413270256744,-0.5634817512664901,0.6110986552301279,39.20479739398557,41.46959598793348,27.919531272026905
155,FRB20181219B,-9999,non-repeater,180.79,71.55,45.07,1950.7,3.6,0.4,7.6,0.8,1952.166,1914.9,1923.0,4.92,0.00526,4.6,27.0,0,0.000574,-4.2,10.3,800.2,555.5,800.2,783212.817,772153,-9999,2.1297916878639933,765.8600260203193,244.70000000000005,0.18339878728214687,2.4447523588128013e+42,1.3036000671441371e+45,3.0805628917290026e+30,3.290516744590276,3.2821460991494678,0.6919651027673603,-2.279014255846261,0.6627578316815741,1.4313637641589874,-3.2410881076020264,2.903198547042978,2.7446840632768863,2.903198547042978,2.8841494021628327,0.328337127741388,-0.7366035404130699,42.38823487382855,45.115144374162185,30.48863007962904
156,FRB20181219C,-9999,non-repeater,17.77,14.11,-48.49,648.6,0.0,0.3,0.0,0.5,647.891,611.7,620.7,2.9499999999999997,0.00053,0.208,0.57,0,0.00126,-1.0,-4.6,735.5,400.2,400.2,434767.94,432281,-9999,0.6045747882001407,538.0139264835071,335.3,0.78525476610121,2.301067809362279e+39,1.3473420380895811e+42,1.3809234236211404e+29,2.8115019471046336,2.7865384804978026,0.469822015978163,-3.275724130399211,-0.6819366650372385,-0.24412514432750865,-2.899629454882437,2.866582677063549,2.6022770843001926,2.6022770843001926,2.7307935175189173,-0.21854996760123474,-0.10498941897253422,39.36192941692937,42.12947786030974,29.140169596304297
157,FRB20181219A,-9999,repeater,73.92,63.22,12.3,449.7,0.0,5.9,0.0,25.6,451.806,339.4,299.8,17.69,0.0068,0.39,4.7,0,0.00536,10.1,-18.2,753.1,400.2,527.9,657677.013,655722,FRB20181128A,0.29614558625785625,457.4097773903975,352.90000000000003,4.135337925637682,5.744171940857207e+39,6.1780008767251785e+41,9.497526487333437e+26,2.6549519940690476,2.530711837981657,1.2477278329097232,-2.167491087293764,-0.4089353929735008,0.6720978579357175,-2.27083521030723,2.8768526476013436,2.6022770843001926,2.722551662000958,2.660305443657948,-0.5284947356826424,0.6165110043947915,39.75922743120776,41.79084796559652,26.977610513417776
158,FRB20181220A,-9999,non-repeater,346.11,48.43,-10.73,208.7,0.0,1.1,0.0,2.1,209.4017,83.6,87.3,2.9499999999999997,0.000457,1.33,3.0,0,0.000435,-5.26,-1.3,596.4,400.2,400.2,434169.841,430457,-9999,0.002248222001635545,196.64110115672088,196.2,0.43402421720563567,1.438212039733191e+35,6.3904082045987855e+37,1.048588297040724e+25,2.3209802031194346,1.9222062774390163,0.469822015978163,-3.3400837999301496,0.12385164096708581,0.47712125471966244,-3.3615107430453626,2.775537634780957,2.6022770843001926,2.6022770843001926,2.29367429752442,-2.6481608063926076,-0.3624860375258531,35.15782292005059,37.8055286007785,25.020605006382667
159,FRB20181220B,-9999,non-repeater,277.37,84.87,27.5,257.2,1.9,1.0,4.0,2.1,257.7994,204.2,207.6,1.97,0.00062,2.9,3.8,0,0.000558,0.45,-4.8,800.2,400.2,419.5,408195.586,409178,-9999,0.13415487059009298,453.6619482360373,400.00000000000006,0.49199630003764516,7.211915044940108e+38,6.242195491066394e+41,1.7622342614975282e+29,2.4112819022454977,2.3100557377508912,0.2944662261615929,-3.207608310501746,0.4623979978989561,0.5797835966168101,-3.2533658010624213,2.903198547042978,2.6022770843001926,2.622731965164719,2.6567323535129694,-0.8723935553289612,-0.30803816324742833,38.85805060216975,41.7953373656369,29.246063640576104
160,FRB20181221A,-9999,non-repeater,230.58,25.86,56.34,313.8,0.0,4.5,0.0,8.0,316.237,291.8,292.0,4.92,0.001323,1.25,5.8,0,0.000754,62.1,-128.0,583.3,446.1,510.1,443691.859,440185,-9999,0.2401964743769343,170.1549562845153,137.19999999999993,0.6079681853464421,4.441463174098867e+39,1.1871308124121556e+42,2.732995356556758e+28,2.5000126813955466,2.4650852875574327,0.6919651027673603,-2.8784401558124992,0.09691001300805642,0.7634279935629372,-3.122628654130226,2.7658919764300154,2.6494322232416168,2.707655323531187,2.230844603773683,-0.619433371495477,-0.21611914653317593,39.6475260655552,42.07449857740327,28.436638893813594
161,FRB20181221B,-9999,non-repeater,306.31,80.98,23.25,1392.7,5.6,2.0,11.0,4.0,1395.021,1333.1,1333.1,2.9499999999999997,0.0011,0.97,3.3,0,0.001037,25.3,-61.2,597.6,405.4,492.2,433142.381,431066,-9999,1.4194604808671822,465.02030442267255,192.20000000000005,0.4286079513182702,8.805726930018533e+40,6.262410625185792e+43,2.288132305938445e+30,3.144580745326802,3.124862728423057,0.469822015978163,-2.958607314841775,-0.01322826573375516,0.5185139398778874,-2.984221243610959,2.7764105888073423,2.60788374435699,2.6921416093667836,2.66747191612911,0.15212330585784187,-0.36793977640754233,40.944765213643954,43.7967415408289,30.359481132917193
162,FRB20181222A,-9999,repeater,29.5031258,65.7167542,3.73,349.4,0.0,6.8,0.0,26.1,348.73651,149.8,23.9,35.39,0.00039,4.9,50.0,0,0.005158,60.0,-51.9,800.2,577.7,713.2,1162519.685,1097419,FRB20180916B,0.0337,229.99825,222.5,4.8408907852953655,9.460630817065029e+38,9.878755212696904e+40,1.8718800992866573e+25,2.5424974170103343,2.175511813363448,1.5488805626375148,-3.408935392973501,0.6901960800285137,1.6989700043360187,-2.287518662198081,2.903198547042978,2.7617023675414125,2.853211334503317,2.3617245315904856,-1.4723700991286615,0.6849252846903406,38.9759200953063,40.99470222411038,25.27227802715537
163,FRB20181222A,-9999,repeater,29.5031258,65.7167542,3.73,349.4,0.0,6.8,0.0,26.1,348.73651,149.8,23.9,35.39,0.00039,4.9,50.0,1,0.0003816,55.3,-49.6,800.2,563.5,699.0,1162519.685,1097419,FRB20180916B,0.0337,244.67679000000007,236.70000000000005,0.35813957418935854,9.272267163668613e+38,9.682066592365585e+40,1.9487061002203828e+25,2.5424974170103343,2.175511813363448,1.5488805626375148,-3.408935392973501,0.6901960800285137,1.6989700043360187,-3.4183916339679423,2.903198547042978,2.750893920382125,2.8444771757456815,2.388592774202618,-1.4723700991286615,-0.44594768707952054,38.96718593654867,40.985968065352736,25.289746344670643
164,FRB20181222A,-9999,repeater,29.5031258,65.7167542,3.73,349.4,0.0,6.8,0.0,26.1,348.73651,149.8,23.9,35.39,0.00039,4.9,50.0,2,0.001718,62.5,-60.4,800.2,552.4,671.6,1162519.685,1097419,FRB20180916B,0.0337,256.1508600000001,247.80000000000007,1.6123789005694915,8.908804902889613e+38,9.302540662993886e+40,2.110956680999361e+25,2.5424974170103343,2.175511813363448,1.5488805626375148,-3.408935392973501,0.6901960800285137,1.6989700043360187,-2.7649768405047763,2.903198547042978,2.7422536699065936,2.827110687466011,2.40849581831358,-1.4723700991286615,0.20746710638364546,38.949819448269,40.968601577073066,25.324479321229983
165,FRB20181222A,-9999,repeater,29.5031258,65.7167542,3.73,349.4,0.0,6.8,0.0,26.1,348.73651,149.8,23.9,35.39,0.00039,4.9,50.0,3,0.00581,66.1,-68.3,780.2,540.4,649.3,1162519.685,1097419,FRB20180916B,0.0337,247.88126000000008,239.80000000000007,5.452806409958526,8.612994376781158e+38,8.99365642120597e+40,2.258446933358908e+25,2.5424974170103343,2.175511813363448,1.5488805626375148,-3.408935392973501,0.6901960800285137,1.6989700043360187,-2.2358238676096693,2.8922059459757725,2.732715340349993,2.812445402872756,2.3942436950363652,-1.4723700991286615,0.7366200792787527,38.93515416367574,40.95393629247981,25.353809890416493
166,FRB20181222B,-9999,non-repeater,90.04,38.55,7.45,619.5,0.0,1.0,0.0,2.0,619.2478,471.0,408.5,1.97,0.00074,0.46,0.83,0,0.000596,0.4,-5.4,798.6,400.2,415.1,445367.7,445050,-9999,0.44692915987175613,576.4565772929077,398.40000000000003,0.41190682759674596,1.868563391458595e+39,1.498424427419687e+42,3.422345945365434e+29,2.791864472343773,2.673020907128896,0.2944662261615929,-3.1307682802690238,-0.3372421683184259,-0.08092190762392612,-3.2247537402597635,2.9023293058583186,2.6022770843001926,2.6181527333785195,2.760766598790599,-0.34976130889243207,-0.38520100929870155,39.271507835979435,42.17563484432387,29.534323907767746
167,FRB20181222C,-9999,non-repeater,131.05,68.33,35.38,1104.8,0.0,2.2,0.0,4.3,1104.892,1058.5,1065.6,3.93,0.0019,0.84,2.9,0,0.00152,-2.0,-3.1,727.4,400.2,400.2,434435.727,434714,-9999,1.1035911850532418,688.2950357494207,327.2,0.7225738588372763,3.8937432015157563e+40,2.3725202949925544e+43,1.0451033147170165e+30,3.0433198290651777,3.0246908623554307,0.5943925503754267,-2.721246399047171,-0.07572071393811836,0.4623979978989561,-2.8181564120552274,2.861773296718693,2.6022770843001926,2.6022770843001926,2.8377746372648938,0.04280822288903936,-0.14111775432083604,40.59036730572478,43.37520993615332,30.01915922517783
168,FRB20181222D,-9999,non-repeater,188.2,56.16,60.78,1413.7,0.0,1.4,0.0,3.1,1417.11,1385.9,1394.5,22.610000000000003,0.00195,0.22,1.23,0,0.00375,8.4,-41.1,561.3,400.2,443.0,865595.39,863353,-9999,1.4814585945212375,399.76297957737125,161.09999999999997,1.5112079678780657,3.199484548588978e+40,1.4200532153247839e+43,1.1811696195955845e+28,3.1514035626954833,3.141731894767141,1.3543005623453597,-2.709965388637482,-0.6575773191777937,0.08990511143939793,-2.425968732272281,2.7491950422196725,2.6022770843001926,2.6464037262230695,2.6018025733996804,0.1706895178327842,0.17932423474725642,40.50508001715279,43.15230461951606,28.072312268117226
169,FRB20181222E,-9999,non-repeater,50.64,86.97,24.72,328.4,4.3,3.1,8.6,6.4,327.9797,268.1,268.2,3.93,0.00079,1.12,5.5,0,0.000254,5.13,-19.9,639.5,400.2,455.2,1011125.194,1010788,-9999,0.2119490592186955,290.0194098710338,239.3,0.20957976580611865,2.9024656218351334e+39,7.163195158860766e+41,3.721838650769932e+28,2.515846964288473,2.4282968139828798,0.5943925503754267,-3.1023729087095586,0.04921802267018165,0.7403626894942439,-3.595166283380062,2.8058405488146727,2.6022770843001926,2.6582022533870147,2.4624270645120525,-0.6737685068005773,-0.6786506492786771,39.46276708445343,41.85510678352798,28.570757541659024
170,FRB20181222E,-9999,non-repeater,50.64,86.97,24.72,328.4,4.3,3.1,8.6,6.4,327.9797,268.1,268.2,3.93,0.00079,1.12,5.5,1,0.00091,9.9,-23.8,672.3,400.2,492.8,1011125.194,1010788,-9999,0.2119490592186955,329.771339013407,272.09999999999997,0.7508566412738896,3.142212342795153e+39,7.754882632439774e+41,3.175562393036145e+28,2.515846964288473,2.4282968139828798,0.5943925503754267,-3.1023729087095586,0.04921802267018165,0.7403626894942439,-3.0409586076789066,2.8275631112547237,2.6022770843001926,2.692670699156369,2.518212907678373,-0.6737685068005773,-0.12444297357752161,39.49723553022278,41.889575229297336,28.501820650120315
171,FRB20181223A,-9999,repeater,29.5031258,65.7167542,3.73,352.6,0.0,6.8,0.0,26.1,349.7096,150.8,24.9,8.85,0.0022,2.02,15.7,0,0.001995,32.7,-33.4,800.2,502.1,652.9,769995.486,757557,FRB20180916B,0.0337,308.14597000000003,298.1,1.8700909931589542,2.7161951481869327e+38,3.728145450315053e+40,1.4706628565060307e+26,2.543707554441931,2.178401341533755,0.9469432706978255,-2.657577319177794,0.3053513694466238,1.1958996524092338,-2.700057099977233,2.903198547042978,2.700790221374347,2.814846668604463,2.488756492306166,-1.4723700991286615,0.2718627385500809,38.43396096911955,40.57149284762963,26.16751312388946
172,FRB20181223A,-9999,repeater,29.5031258,65.7167542,3.73,352.6,0.0,6.8,0.0,26.1,349.7096,150.8,24.9,8.85,0.0022,2.02,15.7,1,0.00515,21.0,-25.2,800.2,449.1,607.8,769995.486,757557,FRB20180916B,0.0337,362.93207000000007,351.1,4.8275531903602085,2.528570088938608e+38,3.470618478636069e+40,1.697012610651443e+26,2.543707554441931,2.178401341533755,0.9469432706978255,-2.657577319177794,0.3053513694466238,1.1958996524092338,-2.288192770958809,2.903198547042978,2.652343055062715,2.783760695743924,2.5598253457388864,-1.4723700991286615,0.683727067568505,38.402874996259015,40.54040687476909,26.229685069610536
173,FRB20181223B,-9999,non-repeater,174.89,21.59,72.74,564.5,0.0,6.4,0.0,11.0,565.655,540.2,545.7,8.85,0.0035,0.68,4.1,0,0.00157,33.3,-41.0,761.2,473.8,600.6,656809.462,655721,-9999,0.5247500151848059,438.2131543641133,287.40000000000003,1.0296769859744581,1.8586242063738926e+40,4.7001886709419017e+42,1.666483833586752e+28,2.752551630341903,2.732554579851432,0.9469432706978255,-2.4559319556497243,-0.16749108729376366,0.6127838567197355,-2.8041003475907664,2.881498779614983,2.6755950563867463,2.778585327862962,2.641685410153033,-0.2800475401782874,0.012701006054407498,40.269191589020856,42.67211529136218,28.221801104964374
174,FRB20181223C,-9999,non-repeater,181.05,27.58,79.51,111.6,0.0,2.1,0.0,3.7,112.5118,92.6,93.4,1.97,0.000107,1.36,2.84,0,0.000508,2.68,-7.4,800.2,400.2,479.2,447393.219,446265,-9999,0.002248222001635545,400.8992888006543,400.00000000000006,0.5068604651504894,1.6302707269781875e+35,7.824481954202379e+37,1.676966562817251e+25,2.0511980727242216,1.9666109866819343,0.2944662261615929,-3.9706162223147903,0.13353890837021754,0.45331834004703764,-3.2941362877160807,2.903198547042978,2.6022770843001926,2.680516809381255,2.603035285808453,-2.6481608063926076,-0.2951115821965712,35.21225973045903,37.8934555932627,25.22452440325681
175,FRB20181224A,-9999,non-repeater,355.11,44.56,-16.5,308.9,0.0,1.0,0.0,2.0,310.20644,225.2,231.9,1.97,0.0004,4.3,3.3,0,0.0003868,3.85,-6.08,800.2,400.2,549.5,233053.656,219178,-9999,0.160015421998984,464.00616879959364,400.00000000000006,0.33344384278396155,1.1781330207767801e+39,1.7807895863786218e+42,2.1869572146118247e+29,2.4916508096846504,2.3525683861793087,0.2944662261615929,-3.3979400086720375,0.6334684555795865,0.5185139398778874,-3.412513534589036,2.903198547042978,2.6022770843001926,2.7399676967595092,2.666523754386378,-0.795838158804746,-0.47697729764745156,39.071194328590174,42.25061260735029,29.339840286631716
176,FRB20181224B,-9999,non-repeater,45.36,46.14,-11.03,779.6,0.0,2.2,0.0,4.4,781.0087,659.7,640.3,8.85,0.00206,0.77,3.1,0,0.00092,-1.8,-0.9,800.2,400.2,400.2,434116.583,432889,-9999,0.6579723446661587,663.1889378664636,400.00000000000006,0.554894659708722,1.4869300163931869e+40,6.123459390768079e+42,6.748834070747296e+28,2.892655871701818,2.819346484080453,0.9469432706978255,-2.6861327796308467,-0.11350927482751812,0.4913616938342727,-3.036212172654445,2.903198547042978,2.6022770843001926,2.6022770843001926,2.8216372734776507,-0.18179235989863982,-0.25578945480413295,40.17229052856936,42.78699684205726,28.8292287505529
177,FRB20181224C,-9999,non-repeater,115.29,60.28,29.4,608.2,0.0,6.2,0.0,11.4,596.325,541.0,543.2,29.49,0.0275,0.5,9.6,0,0.00237,-2.46,0.3,800.2,400.2,400.2,2797088.64,2786153,-9999,0.5256458662817444,610.2583465126979,400.00000000000006,1.5534404493069474,2.909995115628437e+40,2.31230313492635e+42,2.4942341336790944e+27,2.7754830168494378,2.7331972651065692,1.469674772551798,-1.5606673061697374,-0.3010299956639812,0.9822712330395684,-2.625251653989896,2.903198547042978,2.6022770843001926,2.6022770843001926,2.7855137279820883,-0.2793067465609374,0.19129460935597786,40.46389226003148,42.36404476798205,27.396937218265307
